molecule,fruity odor
CCCCC/C=C/CCC(=O)OCC,true
CCC1N=C(C(S1)C)C,false
CCC(C)C(=O)/C=C/C,false
CCCCC/C=C/COC(=O)CCC,true
CCCCC/C=C/C=C/C(=O)OCCC,true
CC/C=C/CC(=O)OCC,true
CC/C=C\CC(=O)OCC,true
CC(C)C/C=C(/C=O)\C(C)C,false
CC/C=C\CCCCCC=O,false
CCCCC/C=C/C=C/CO,true
CC/C=C\CCCCC=O,false
CC/C=C/CC(=O)OC,true
CC/C=C\CCCCCO,true
CC/C=C\CCC=O,false
CC(C)CC(=O)OC/C=C(\C)/CCC=C(C)C,true
CC/C=C\CC/C=C/CO,false
CC(=C)C(C/C=C(\C)/C=C)O,false
CC/C=C\CC/C=C/COC(=O)C,false
CC(C)/C=C/C(=O)C,true
CCCC/C=C/COC(=O)C,true
CCCC/C=C/C(=O)C,true
CC(C)CC/C=C/C(=O)C,true
CCCCCC/C=C/C(=O)C,true
CCCCCCCC/C=C\CCCCCCCCOC(=O)C,true
CC/C=C\CCOC(=O)C(=O)C,true
CC/C=C\CCOC(=O)C,true
C/C=C/C=C/COC(=O)C,true
C/C=C(\C)/C1CCC(O1)(C)C,false
CC(=O)/C=C/C1C(=C)CCCC1(C)C,false
CC1=CCCC(C1/C=C/C(C)O)(C)C,false
CC/C=C\CCOC(=O)C(C)O,true
CC/C=C\CC(OCC)OCC,false
CCCC/C=C/CC(=O)OCC,true
CCCCC/C=C/C(=O)OCC,true
CCC/C=C/C(=O)OC,true
CCC/C=C\CCO,false
CCCCC/C=C/C(=O)OC,true
CCC/C=C/C(=O)C,true
CCCC/C=C/C=C/CO,false
CCCCC/C=C\CCO,false
C/C=C(\C)/C(=O)OCC=C,true
CC/C=C/C=O,true
CCC/C=C/C(=O)OCC,true
CCCCOC(=O)/C(=C\C)/C,true
CC/C=C\CO,true
CC/C=C/CO,true
CCCCCC/C=C/CO,false
CCCCCCCCCC/C=C/CO,false
CCCCC/C=C\CO,false
CCCCCCCC/C=C/CO,true
CCCCCC/C=C\CO,false
CC/C=C\CCOC(=O)CC,true
CC/C=C\CCOC(=O)C(C)CC,true
CCCCCCCC(=O)OC/C=C/CCC,true
CCC/C=C/C(OCC)OCC,true
CC/C=C\CCOC=O,true
C/C=C\CCCO,true
C1CCCCOC(=O)CCCCC/C=C\CCC1,false
CCOC(/C=C(\C)/CCC=C(C)C)OCC,false
CC(/C=C(\C)/CCC=C(C)C)O,false
CCOC/C=C(\C)/CCC=C(C)C,true
CCCCC(=O)OC/C=C(\C)/CCC=C(C)C,true
CC(=CCC/C(=C/CC/C(=C/CCC(C)(C=C)O)/C)/C)C,false
CCCCC(=O)/C=C/C,true
CC/C=C(\C)/C(=O)O,true
CC(=CCC/C(=C/C(=O)OC)/C)C,true
C/C=C/C(=O)C1C(C=CCC1(C)C)C,true
CC1=CCCC(C1/C=C/C(=O)CCC=C)(C)C,true
CCC(=O)OC/C=C(/C)\CCC=C(C)C,true
CC(C)C(=O)OC/C=C(/C)\CCC=C(C)C,true
CCCCCC(=O)OC/C=C(\C)/CCC=C(C)C,true
CCCCCCOC(=O)/C=C/C,true
CC(=CCC/C(=C/COC(=O)CC1=CC=CC=C1)/C)C,true
C/C=C/C(=O)C1=C(C=CCC1(C)C)C,true
C/C=C/C(=O)C1C(=CCCC1(C)C)C,true
C/C=C(/C)\C(=O)OCCC(C)C,true
CCCCC(/C=C/C)O,true
CC(=C)/C=C/CC(C)(C=C)O,true
CCCCC/C=C/CC(=O)OC,true
CC/C=C/C=C/CO,true
CCCCC/C=C/C=C/C=C,false
CCCCCCC/C=C/C=C/C=O,false
CCCCCC/C=C/C=C/C=O,true
CC/C=C\CCCO,true
CC/C=C\CCOC(=O)CC(C)C,true
CC/C=C\CCOC(=O)CC1=CC=CC=C1,false
CC/C=C\CCOC(=O)C1=CC=CC=C1,true
CC/C=C/CC1C(CCC1=O)CC(=O)OC,false
CCCOC(=O)/C(=C/C)/C,true
C/C=C(\C)/C(=O)OC/C=C/C1=CC=CC=C1,false
CC/C=C\CCOC(OCC/C=C\CC)C,false
C/C=C(\C)/C(=O)OC/C=C(\C)/CCC=C(C)C,true
C/C=C(\C)/C(=O)OCC(C)C,false
C/C=C(/C)\C(=O)OCC(C)C,true
CCCCC/C=C/CC1CCCC1=O,true
CCCCCCC/C=C/C(=O)OC,true
CCC/C=C/COC(=O)CC1=CC=CC=C1,false
CCCCC/C(=C\C1=CC=CC=C1)/CO,true
C/C(=C\CCC(C)(C)O)/C=C,false
C/C=C(\C)/C=C/C=C(C)C,false
CC/C=C\CCC(OCC)OCC,true
C1=CC=C(C=C1)CCOC(=O)/C=C/C2=CC=CC=C2,true
CC(/C=C/C1=CC=CC=C1)O,true
CC(=C/C=C/C(=O)C)C,false
CCC/C=C/C1OCC(O1)C,true
C/C=C/S/C=C/C,false
C1=CC=C(C=C1)CC(=O)OC/C=C/C2=CC=CC=C2,false
CC(C)C/C=C(/C=O)\C1=CC=CC=C1,true
CCC(=O)/C=C/C1C(=CCCC1(C)C)C,true
CC1=CC=C(C=C1)/C=C/C=O,true
CC/C=C\CCOC(=O)C1=CC=CC=C1N,true
CC/C=C\1/C2=CC=CC=C2C(=O)O1,false
CC1=C(C(CCC1)(C)C)/C=C/C(C)O,true
C/C=C/C(=O)C1=C(CCCC1(C)C)C,true
CC1CCC(=C(C1(C)C)/C=C/C(=O)C)C,true
CCC(=O)/C=C/C1=C(CCCC1(C)C)C,false
CCOC1=C(C=C(C=C1)/C=C/C)OC,false
CCCC/C(=C\C1=CC=CC=C1)/C=O,true
CC(C)C/C=C/C(=O)C,true
COC(/C=C/C1=CC=CC=C1)OC,false
CCCC(=O)/C=C/C,false
C/C=C(\C)/C(=O)OCCC(C)C,true
C1=CC=C(C=C1)/C=C(/C(CO)O)\O,true
CCOC(=O)C(C)/C=C/C,true
CCCCC/C=C/COC(=O)C,true
CCCCCCC/C=C/C(=O)OCC,true
CCCC(=O)C(CC)CC1=CC=CC=C1,true
CCCCCCC/C=C/C(=O)OCCCC,true
CC1=CC=C(C=C1)CCC(=O)C,true
C/C=C/C1=CC(=C(C=C1)OC=O)OC,false
CCC(C)CCCC(C)C=O,true
CCOC(CC(C)CCCC(C)(C)O)OCC,false
CCCCCCCCCOC(=O)CC(C)C,true
CCOCC=C(C)C,true
CCCCCC(CCCC(=O)OCC(CO)O)O,false
CC(=CC[C@@H](CO)C(=C)C)C,false
CCCCC/C=C/CCC=O,true
CC1C(=O)C(=C(S1)C)O,false
CCC(=O)/C=C/C1=CC=C(C=C1)OC,true
CCCCC/C(=C\C1=CC=CC=C1)/C(OCC)OCC,true
CC(=CCC/C(=C/COC(=O)CC(=O)C)/C)C,true
C/C=C/C(=O)OC/C=C(\C)/CCC=C(C)C,true
CCCCC/C(=C\C1=CC=CC=C1)/C(OC)OC,false
CCCCCC(CC)OC(=O)/C(=C/C)/C,true
CC1COC(O1)/C=C/C2=CC=CC=C2,false
CC/C=C\CCC1CCC(=O)O1,true
CC(C)C(=O)OC/C=C(\C)/CCC=C(C)C,true
C/C=C/C1=CC(=C(C=C1)OC(=O)CC2=CC=CC=C2)OC,false
CCCCCC/C=C/COC(=O)C,true
CCCCCCCC(=O)OC/C=C(\C)/CCC=C(C)C,true
C/C=C/CC/C=C/C=O,false
CCCCCCOC(=O)C(C)/C=C/C,true
C/C=C(\C)/C(=O)OCCC(C)CCC=C(C)C,true
CCCCC/C=C\C/C=C\C=C\C=O,true
CCCCC/C=C/C=C/C(=O)C,true
CCC(S)S,false
CCC/C=C\C=O,true
CC1=C(N=C2CCCC2=N1)C,false
CC1(C2CC=C(C1C2)COC=O)C,false
C/C=C(/C=O)\C1=CC=CC=C1,false
CCCCCCC/C=C\CCC=O,true
CCCCC/C=C\CCCCCCC=O,true
CCCCCOC(=O)/C(=C\C)/C,true
CC(CO)C(C)S,false
CCCCC/C=C\CC=O,false
CCCC(CCCC(=O)OCC)O,true
CCCC/C=C/1\C(=C(C(=O)O1)C)C,false
CCC/C=C/CCC(=O)O,true
CC/C=C\C/C=C\CCO,false
CC/C(=C\C1=CC=CO1)/C=O,false
C/C=C/C=C/C(=O)OCC=C,true
CCCCC/C(=C/C1=CC=CC=C1)/COC=O,false
CCCC/C=C(\CC)/C=O,false
CCCCCCCOC(=O)/C=C/C1=CC=CC=C1,false
CC/C=C/CC1=C(C(=O)CC1)C,true
CCCCCCOC(=O)/C=C/CCC,true
CC/C=C\CCCC=O,true
CC/C=C\CCOC(=O)C/C=C\CC,true
C/C=C/CCCCCCCC(=O)OC,false
CC/C=C(\C)/C(=O)OCC,true
CC(=CCC/C(=C\COC(=O)CC1=CC=CC=C1)/C)C,false
CCC/C=C/C(OC)OC,true
CCC/C=C/C=C/CO,false
CCCCCCC/C=C/C=C/CO,true
CC(=CCC/C(=C/COCC=O)/C)C,false
CC/C=C/CCOC(=O)/C=C/C,true
CC/C=C/CC1CCCC1=O,true
CC(=CCC/C(=C/COC(=O)C1=CC=CC=C1N)/C)C,true
CCCCCCOC(=O)/C=C/C1=CC=CC=C1,true
CC(=CCC/C(=C/CC1CCCC1=O)/C)C,true
CCC/C=C/COC(=O)C1=CC=CC=C1O,false
CCC(C)C(=O)OC/C=C(\C)/CCC=C(C)C,true
C/C=C/C(=O)C1CCC(C=C1C)(C)C,true
CC/C=C/CC1CCCC(=O)O1,true
C/C=C/CCC1CCCC(=O)O1,true
CC/C=C\C/C=C/C=C/C=O,false
CC/C=C(/C=O)\C1=CC=CC=C1,false
CC1CCC2(O1)C(=C)C=CCC2(C)C,true
CCCCCCC1COC(=O)CO1,false
CC(=CCC/C(=C/C(=O)C)/C)C,true
CCCC(=O)OC/C=C/C=C/C,true
CC/C=C\CCCC(=O)OC,true
CCC[C@@H]1CCO[C@H](S1)C,true
CCCCC[C@H](C=C)O,true
CCCC[C@@H](C)CCC(=O)O,false
CCCCC1(CCC(=O)O1)CCCC,false
CC(=C)[C@@H]1C[C@H]2[C@](O2)(C(=O)C1)C,false
CCC(C)(CC(=O)C)S,true
CCC(=O)CC(C)(C)S,true
CC(C)C(=O)OC(C)(C)C1=CC=CC=C1,true
CC/C=C/CCC1CCCC(=O)O1,true
CC1COC(O1)(C)C(C)O,true
CC(C)C(C=O)C1=CC=CC=C1,true
CC1=CC(=O)CO1,false
CCCCCCCCCCC1=CC=CO1,false
CC(CS)C(C)O,true
CCCCCC1C(O1)C=O,true
CCC(C)CCCCC=O,false
CC(C)CCSSSCCC(C)C,false
CCCSSCC1=CC=CO1,false
CSC/C(=C/C1=CC=CC=C1)/C=O,false
C1CCC(CC1)CC2=NC=CN=C2,false
C/C=C/C(=O)OC(C)(C)CC1=CC=CC=C1,true
CCCCC1C(O1)C=O,false
CCC(C)CCCCCCC=O,false
C=CCCCC1CCCC(=O)O1,false
CC1=CC=CC=C1SSC,false
CC(C)C/C=C(/CSC)\C=O,false
CCCCC(OCCCC)OCCCC,false
C=CCOC(=O)CC1CCCCC1,true
CC(C)CCCCOC(=O)C,true
CCCOC(=O)C(C)S,true
CCCCCC(CC)OC=O,true
CC(=O)CSSC,false
CC/C=C\C/C=C/CCO,true
CCCCCC(=O)OCCCSC,true
CCCCCCOC(C)OCCC(C)C,true
CC1=NC=C(N=C1C)C(=O)C,false
CCCSSSCC,false
CCCC=CC=CC=CC=C,true
C([C@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,false
CCCCCCCC1C(O1)C=O,false
CCCCCCOC(CCCCC)OCCC(C)C,false
CC(C)CCOC(=O)CCCC1=CC=CO1,true
CCCCC/C=C\CCOC(=O)C,true
CCCCCCCCCC(=O)OCC1=CC=CO1,false
CC/C=C\C/C=C\CCOC(=O)C,true
CC/C=C\C/C=C/CCOC(=O)C,true
CCC=CCCCC1CCCC(=O)O1,true
CC(C)CCCOC(=O)CCC(C)C,true
CC(C)C(=O)C(=O)O,true
C(CC(=O)O)C(=O)C(=O)O,false
CC(C)CC(=O)C(=O)O,true
C1=CC(=C(C=C1C(=O)O)O)O,false
C(CC(=O)O)CN,false
CC(=O)N,false
N,false
C1C(C(C(C(O1)O)O)O)O,false
C(CN)C(=O)O,false
CC(C(C)O)O,true
C(=O)=O,false
C1=CC=C(C=C1)C=CCO,false
C(C(=CC(=O)O)C(=O)O)C(=O)O,false
C1=CC=C2C(=C1)C=CC(=O)O2,false
C1=CC=C(C(=C1)C(=O)O)O,false
S,false
C(C(C(=O)O)N)C(=O)O,false
CC(C(=O)O)N,false
CS(=O)C,false
C(=CC(=O)O)C(=O)O,false
C(CC(=O)O)CC(=O)O,false
C(C(=O)O)N,false
C(C(CO)O)O,false
CCC(C)C(C(=O)O)N,false
C(CCN)CC(C(=O)O)N,false
CO,false
[N-]=[N+]=O,false
O,false
C(=O)(C(=O)O)O,false
OP(=O)(O)O,false
C(CCN)CN,false
CNCC(=O)O,false
C(CCNCCCN)CNCCCN,false
C(CS(=O)(=O)O)N,false
CC1=CC=CC=C1,false
CC1CCCC2(C1(CCCC2)O)C,false
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,false
CCOCC,false
CC(=CCCC(=CCCC(=CCO)C)C)C,false
CCCCCCCCCCCCCCCCCCOCC(CO)O,false
C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,false
[Cl-].[K+],false
CC(C)C1=C(C(=CC=C1)C(C)C)O,false
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCO,false
C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,false
C([C@@H](C(=O)O)N)S,false
C([C@@H](C(=O)O)N)C(=O)O,false
C(CCN)C[C@@H](C(=O)O)N,false
NS(=O)(=O)O,false
C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,false
C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,false
C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,false
CC(C)C[C@@H](C(=O)O)N,false
C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Ca+2],false
CC(=O)[O-].CC(=O)[O-].[Ca+2],false
CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.Cl.[Cl-],false
CS(=O)(=O)C,false
C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Na+].[Na+].[Na+],false
C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,false
C([C@@H](C(=O)O)N)C(=O)N,false
C1=C(NC=N1)C[C@@H](C(=O)O)N,false
CC(C)[C@@H](C(=O)O)N,false
C[C@H]([C@@H](C(=O)O)N)O,false
C(C[C@@H](C(=O)O)N)CN=C(N)N,false
CC1CO1,false
CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)OC(=O)C,false
CCOP(=O)(OCC)OCC,false
CC(=C)C=O,false
CC(CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C,false
CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,false
CC(CC=O)C1=CC=C(C=C1)C(C)(C)C,false
CC1=C(C(=O)CC1)O,false
CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)C(=O)C,false
C1CCC(CC1)OC(=O)C2=CC=CC=C2C(=O)OC3CCCCC3,false
CCOC(=O)C1=CC=CC=C1C(=O)OCC,false
C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)NC(=NC2=O)N,false
CCCCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCCCC,false
COC1=CC=CC=C1C2=CC=CC=C2,true
C([C@H](C([C@H](CO)O)O)O)O,false
CC(=O)C1=CC=CS1,false
CCC1=CC2=C(C=C1C(=O)C)C(CCC2(C)C)(C)C,false
CC1CCC(C(=O)C1)C(C)C,false
CC1CCC(=C(C)C)C(=O)C1,false
CC(=O)OC(C1=CC=CC=C1)C(Cl)(Cl)Cl,false
C1CCC(CC1)C2CCCCC2=O,false
C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)O,false
C1=CC=C(C=C1)C(C2=CC=CC=C2)O,false
CC=CC1=CC(=C(C=C1)OC(=O)C)OC,false
C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,false
CCCC1=CC2=C(C=C1)OCO2,false
CCCC(C(CC)CO)O,false
CC1=CC=CC=C1C,false
CC1C(O1)C2CCC3(C(C2)O3)C,false
CCC(C)CN,false
CCOC(=O)C1C(C1(C)C)C=C(C)C,true
CCCCCCCCCCCC(=O)N(C)CC(=O)O,false
C1=COC(=C1)CO,false
CC(C)(C)C1=CC(=C(C=C1)O)O,false
C1CC(=O)N[C@@H]1C(=O)O,false
CC1=CCC(CC1=O)C(=C)C,false
COC(=O)C1=CC=C(C=C1)O,false
CC1CCC(CC1)C(C)C,false
CC(=O)C1=CC=C(C=C1)Cl,false
CCOC(=O)C=CC1=CC=CC=C1,true
CCC(=O)OCC=CC1=CC=CC=C1,true
C1=CC=C(C=C1)C=CBr,false
CCCCCC1CCC(=O)O1,false
CCCCCCCC1CCC(=O)O1,true
CCCCCCCCCCCCCCCCCC(=O)OCCOCCO,false
CC(CCC=C(C)C)CC=O,false
CCCC(=O)OC(=O)CCC,false
C#CCO,false
CC(CC(C)(C)O)O,false
CC(CCO)O,false
CC(=O)OC(=O)C,false
CC1COC(=O)O1,false
CC1=CC(=CC=C1)C,false
CC(CNCC(C)O)O,false
CC(COCC(C)O)O,false
C(CNCCO)N,false
C(CO)NCCO,false
C(COCCO)O,false
COCCOCCO,false
CCCCCCCCCCCC(=O)OC,false
CCOCCOCCO,false
CCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],false
COC,false
C(=C(F)F)(F)F,false
CCOC(=O)C1=CC=C(C=C1)O,false
CC=CC1=CC2=C(C=C1)OCO2,false
COC(=O)C1=CC=CC=C1C(=O)OC,false
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2N,false
CC1CCC(C(C1)OC(=O)C2=CC=CC=C2N)C(C)C,true
CCCCCCCC1CCCC1=O,true
CC(C)(CO)C(C(=O)NCCC(=O)[O-])O.CC(C)(CO)C(C(=O)NCCC(=O)[O-])O.[Ca+2],false
C(C(C(=O)[O-])O)C(=O)[O-].[Na+].[Na+],false
C(CN(CC(=O)O)CC(=O)[O-])N(CC(=O)O)CC(=O)[O-].[Na+].[Na+],false
C1=CC=C(C=C1)C=CC(=O)O,false
CC(CCC=C(C)C)CCO,false
CC(=CCCC(=CC=O)C)C,false
C1CCOCC1,false
CCCCCCCCCCCC(=O)NCCO,false
CCCCCCC,false
C1CNCCN1.C(CCC(=O)O)CC(=O)O,false
C(CC(=O)[O-])C(=O)[O-].[Na+].[Na+],false
C1CCCC1,false
C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Ca+2],false
CCC=CCC=CCC=CCCCCCCCC(=O)OC,true
CC(=CCCC(=CC(=O)O)C)C,false
CCCCCCC(=O)CCCCCC,false
C[C@]12CC[C@@H](C1(C)C)C[C@H]2O,false
C(=O)([O-])[O-].[Ca+2],false
CC1CCC2CC1C2(C)C,false
C[C@]12CCCC(C3[C@@H]1CCC3C2=C)(C)C,false
CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C,false
COC1=C(C2=C(C=C1CC=C)OCO2)OC,false
CC1=CC(=C(C=C1C)O)C,false
C(=O)([O-])[O-].[Na+].[Na+],false
CC1CCC(=CC1=O)C(C)C,false
C1CCCCCCCC(=O)CCCCCC1,false
C1CSCSC1,false
CC(C)C1=CC2=CC[C@@H]3[C@@]([C@H]2CC1)(CCC[C@@]3(C)C(=O)O)C,false
CC1=CC(=O)C(=C(O1)O)C(=O)C,false
CC1=CC[C@@H]2[C@@H](C1)[C@@H](CC=C2C)C(C)C,false
COC1=CC(=CC(=C1O)OC)C=CC(=O)O,false
COC1=CC2=C(C=C1)C=CC(=O)O2,false
CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,false
CCCCOC(=O)C=CC1=CC=CC=C1,true
CCCCCOC(=O)CCC,true
C[Si]1(O[Si](O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)(C)C)C,false
CCCC(=O)N,false
CC1C2CC2(CC1=O)C(C)C,false
C(=O)([O-])[O-].[Mg+2],false
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.OS(=O)(=O)O,false
C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,false
CC(C)C1CCC(=C)C=C1,false
CSC#N,false
CCC=CCCC=CC=O,false
C=CO,false
CC1CCCCC1O,false
C(=O)([O-])[O-].[K+].[K+],false
CC(=C1CCC(CC1)(C)O)C,false
C1=CC=C(C=C1)NC2=CC=CC=C2,false
CC1CCC(CC1)C,false
CC1CCCC(C1)O,true
CC1CCC=CC1,false
CC1CCCC=C1,false
CC1=CCCCC1,false
CC(C)(CO)N,false
C1=CC=C(C=C1)COCCO,false
C1=COC(=C1)C=CC=O,true
CCC=C(C)C=O,true
CC(CC=C)O,true
CCC=CC(=O)O,false
C=CSC=C,false
C(CCCC#N)CCC#N,false
CCCCCCCCCCCCCCCCCCC,false
CCCCCCCCCCCCCCCCCCCCC,false
CCCCCCCCCCCCCCCCCCCCCC,false
CCCCCCCCCCCCCCOC(=O)C,false
CCCCCCCCCCCCCCCCCC=O,false
CCCCCCCCCCCCCCCCCCCCCCC,false
C1=CC=C(C=C1)CCC#N,false
CC=C(C)C=CC=C(C)C,false
CC1=CC(=O)OC(=C1)C,false
CC1=CC(=C(C(=C1)O)C)C,false
CCCCCCCCCCOC=C,false
C1CCC(=O)C(=O)C1,false
C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Ca+2].[Ca+2].[Ca+2],false
CC(C(=O)[O-])O.CC(C(=O)[O-])O.[Ca+2],false
C1CCC2CC(CCC2C1)O,false
C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[K+].[K+].[K+],false
C(C(C(=O)[O-])O)(C(=O)[O-])O.[Na+].[Na+],false
CCCC=CCO,true
C(=O)(O)[O-].[NH4+],false
CCCCOC1=CC=CC=C1,false
CCCCCCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,false
C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.N.[Fe+3],false
O=[Ca],false
O=[Zn],false
O=[V](=O)O[V](=O)=O,false
O=[Cu],false
CC(C)CCCCCCC=O,false
COC(=O)C1=COC=C1,true
[O-][Si]([O-])([O-])[O-].[Ca+2].[Ca+2],false
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O,false
CC1=C(C2=C(CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=C1O)C)C,false
CC(C=CC1=CC=CC=C1)O,true
COC1=CC=CC=C1C=CC=O,false
CC=CC(C)O,false
CC1(C2CCC(C2)(C1O)C)C,false
CC(=O)C1=CC2=CC=CC=C2O1,false
CC(C)CCCCCO,false
CCCCCCC1OCC(O1)CO,false
CC1=C(SC=N1)C=C,false
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-],false
CC(=O)C=CC1=CC=CC=C1,true
CCCCOC(=O)C1=CC=CC=C1O,false
CCCCCCCCCCCCCCCCOCCO,false
CC1=C(C(=CC=C1)C(C)(C)C)O,false
CC(=O)CCCC1=CC=CC=C1,false
CC1=CC[C@@H](CC1=O)C(=C)C,false
CCCCC(C)(C)CO,false
CC1=CC(=C(C=C1)O)C(C)(C)C,false
CC(CCC=C(C)C)C=C,false
CCCCCCCCCCCC#N,false
CC1=CC2=C(C=C1)C=CC(=O)O2,false
CCCC=CCOC(=O)C,true
CCOC(=O)COC1=CC=CC=C1,false
CCCCCCCCCCCCCCC=O,false
CC1=CCC2(C1C2)C(C)C,false
CC1CCCC(C1)(C)C,false
CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC,false
CC(=CCC=C(C)C=C)C,false
C1CCCCC(=O)OCCCCCOCCCC1,false
CC(=O)C1=C(C=CO1)O,true
CCCCCCCCCCCCCCCCOP(=O)(O)O,false
C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)(C)O,false
CC1=CC(=CC=C1)OC2=CC=CC=C2,true
C[C@@H]([C@@H]([C@H]([C@H](C=O)O)O)O)O,false
C[C@@H]1CC[C@@H]([C@@H](C1)O)C(C)C,false
CC=CC(=O)O,false
CC[N+](CC)(CC1=CC=CC=C1)CC(=O)NC2=C(C=CC=C2C)C.C1=CC=C(C=C1)C(=O)[O-],false
CCC(=O)[O-].CCC(=O)[O-].[Ca+2],false
CC1C(CCC1(C)O)C(=C)C,false
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-],false
C(CC(C(=O)O)N)CN=C(N)N.C(CC(=O)O)C(C(=O)O)N,false
CC1=CCC(CC1)C(=O)O,false
CCCCC(C)C(=O)O,true
CC=C(C)CO,false
C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])[O-])O)O.[Na+].[Na+],false
CCCCCC1CCCC1=O,false
C1CSCS1,false
CC(C)CCCC(C)C=C,false
CCOC(=O)CC1CCCCC1,false
CC1=CCC(CC1)C(C)C,false
CC(=CCCC(=CC#N)C)C,false
CC1SCCS1,false
CC(C)CCCCCCCCCCCCCCC(=O)O,false
C1COC(O1)C=CC2=CC=CC=C2,false
C[C@@H]1CC[C@H](CC1=O)C(=C)C,false
CC1SCCCS1,false
C1CCCCCOCCCCOC(=O)CCCC1,true
C([C@@H](C(=O)O)N)S.O.Cl,false
CC1=NC2=CC=CC=C2N=C1,true
CCCCCCCCCCOC,false
CCCCC(CC)COC(=O)C(CC)CCCC,true
[He],false
[Zn],false
[O-]S(=O)(=O)[O-].[Mg+2],false
C=CCOC(=O)C1=CC=CC=C1N,false
CCC(=O)OC1=CC=C(C=C1)C,false
C(CC(=O)[O-])C(C(=O)[O-])N.[Ca+2],false
OP(=O)([O-])[O-].[Na+].[Na+],false
C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H](C6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@H](O2)[C@@H]([C@H]8O)O)CO)CO)CO)CO)CO)CO)O)O)O,false
[O-]P(=O)([O-])[O-].[Na+].[Na+].[Na+],false
O=[Si]=O,false
[N+](=O)([O-])[O-].[Na+],false
[O-]S(=O)(=O)[O-].[Fe+2],false
[O-]P(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],false
[N+](=O)([O-])[O-].[K+],false
